"id","group","score"
"XX2X3X3X","PPI_motif",3
"XX2X3X3X2X3XX1XX2XXX","PPI_motif",3
"XX2X4XX4X1X","PPI_motif",3
"XX2X5X","PPI_motif",3
"XX2X5X6X","PPI_motif",3
"XX2X7XX","PPI_motif",3
"XX2XX1X1XX","PPI_motif",3
"XX2XX1XX2XX1XX2XX","PPI_motif",3
"XX2XX1XXX","PPI_motif",3
"XX2XX1XXX1XX2X","PPI_motif",3
"XX2XX2X2X","PPI_motif",3
"XX2XX2X2XX2XX","PPI_motif",3
"XX2XX2X5XX","PPI_motif",3
"XX2XX2XX1XX","PPI_motif",3
"XX2XX2XX2X3X","PPI_motif",3
"XX2XX2XX2XX","PPI_motif",3
"XX2XXXX","PPI_motif",3
"XX3X1XX","PPI_motif",3
"XX3X4X","PPI_motif",3
"XX3X7XX2XX","PPI_motif",3
"XX3XX1XX","PPI_motif",3
"XX3XX2XX","PPI_motif",3
"XX3XX5X","PPI_motif",3
"XX4X1X","PPI_motif",3
"XX4X2X3X","PPI_motif",3
"XX4X3X","PPI_motif",3
"XX4X3X2X7X3X6X3X2X3XX2X","PPI_motif",3
"XX4XXX","PPI_motif",3
"XX6X7X","PPI_motif",3
"XX6XX","PPI_motif",3
"XX7X2X","PPI_motif",3
"XX7X2XX","PPI_motif",3
"XX7X3X","PPI_motif",3
"XX7XX","PPI_motif",3
"XXX1XX1XX","PPI_motif",3
"XXX1XXXX","PPI_motif",3
"XXX2X1X","PPI_motif",3
"XXX2X2XX2X2XX2X6X3XX3X3XX3X2X3X2X6X","PPI_motif",3
"XXX2X2XX2XX1XX2XX2X","PPI_motif",3
"XXX2X7X","PPI_motif",3
"XXX2XX3XX","PPI_motif",3
"XXX2XXX2X","PPI_motif",3
"XXX2XXXXX","PPI_motif",3
"XXX3X4X","PPI_motif",3
"XXX3XX2XX","PPI_motif",3
"XXX4XXX3XX","PPI_motif",3
"XXX5X2X","PPI_motif",3
"XXXX1X4X","PPI_motif",3
"XXXX1XX1XXX","PPI_motif",3
"XXXX2X2X","PPI_motif",3
"XXXX2X3X","PPI_motif",3
"XXXX2XX2X","PPI_motif",3
"XXXX7X","PPI_motif",3
"XXXXX1X1X","PPI_motif",3
"XXXXX1XX2X","PPI_motif",3
"XXXXX2XX","PPI_motif",3
"XXXXXX2X2XX2XX1XX3X1XXXX","PPI_motif",3
"XXXXXX2XX","PPI_motif",3
"XXXXXXX6X","PPI_motif",3
"XXXXXXXXXXX","PPI_motif",3
